employee_id,week_start_date,total_hours_worked,overtime_hours,projects_worked_on,tasks_completed
E005,2024-07-22,46,6,P003,1
E010,2024-06-17,34,4,"P020,P011",1
E097,2024-05-06,40,4,P009,2
E031,2024-02-19,25,2,"P009,P005",4
E019,2024-02-26,45,1,"P004,P008,P013",5
E074,2024-05-13,42,3,P011,0
E100,2024-06-03,49,9,"P013,P015,P014",4
E048,2024-03-25,31,0,P009,3
E054,2024-03-18,37,1,P019,2
E024,2024-06-10,47,1,"P003,P006,P008",3
E011,2024-06-10,39,0,"P017,P003",4
E007,2024-06-03,39,0,P014,3
E050,2024-06-03,44,4,"P012,P003",1
E083,2024-05-06,47,1,"P005,P008,P017",0
E009,2024-05-06,43,3,P011,1
E090,2024-02-05,30,0,"P001,P007",5
E018,2024-01-01,48,5,P011,5
E009,2024-04-29,35,0,"P012,P017,P005",2
E070,2024-01-08,39,0,"P020,P004",0
E060,2024-01-08,38,0,"P014,P006",1
E063,2024-04-22,39,0,"P014,P018,P002",0
E046,2024-03-04,29,4,"P007,P014,P012",4
E039,2024-05-20,38,0,P006,4
E050,2024-02-05,42,2,"P016,P017,P005",1
E019,2024-07-08,25,0,"P019,P008",2
E032,2024-02-05,34,2,P014,1
E040,2024-06-03,36,4,P002,0
E091,2024-05-27,27,0,P011,5
E005,2024-03-11,33,0,P006,3
E015,2024-03-11,43,3,P007,4
E047,2024-06-10,30,0,"P004,P013",5
E085,2024-04-08,36,3,"P006,P015,P001",2
E065,2024-03-04,36,0,"P016,P012,P011",2
E041,2024-07-22,27,0,"P019,P018,P003",1
E057,2024-01-01,46,6,P011,0
E035,2024-03-25,26,0,"P002,P018",1
E019,2024-02-05,25,5,"P017,P013",3
E067,2024-03-11,30,1,"P012,P005,P016",3
E014,2024-05-20,26,0,P017,4
E024,2024-01-01,49,9,"P014,P018,P013",1
E033,2024-04-08,44,3,"P009,P011,P014",5
E050,2024-03-11,27,0,"P001,P003,P020",3
E083,2024-06-03,49,5,"P006,P014,P020",4
E079,2024-01-15,26,0,"P019,P020,P013",4
E040,2024-07-29,40,0,P006,2
E089,2024-04-08,49,2,P002,2
E085,2024-04-01,44,1,P001,3
E058,2024-04-22,50,1,"P002,P009,P003",2
E010,2024-04-15,36,0,P006,5
E040,2024-04-22,27,3,"P012,P011",1
E009,2024-02-19,27,5,"P015,P019",4
E055,2024-03-11,30,0,"P016,P004,P008",2
E039,2024-04-29,40,2,"P019,P005",4
E006,2024-02-05,33,2,P008,3
E006,2024-06-24,41,3,P013,0
E078,2024-04-15,37,0,"P002,P012,P014",0
E043,2024-04-29,33,0,P011,3
E026,2024-03-25,44,1,"P004,P003",0
E009,2024-04-15,42,2,"P016,P015,P012",1
E074,2024-06-17,29,0,"P004,P002",1
E085,2024-02-19,27,4,"P005,P019",2
E023,2024-04-15,34,0,P018,2
E077,2024-05-13,39,4,"P008,P019,P002",0
E005,2024-04-08,30,0,P012,2
E088,2024-05-20,25,2,"P003,P019",3
E031,2024-04-15,46,0,"P015,P005",3
E098,2024-03-04,27,1,"P013,P008,P010",3
E100,2024-04-22,46,2,"P015,P020",2
E046,2024-02-05,35,0,"P013,P004",0
E058,2024-01-29,46,6,P007,0
E062,2024-04-29,40,1,"P010,P015",4
E062,2024-02-05,44,4,P017,4
E001,2024-02-19,30,0,"P014,P007,P004",0
E084,2024-01-01,49,2,"P019,P005",1
E057,2024-02-05,27,0,"P010,P013,P017",5
E042,2024-04-29,45,5,"P008,P001,P004",5
E054,2024-06-17,48,8,"P014,P020,P012",5
E019,2024-05-13,38,4,P006,5
E031,2024-03-18,45,5,P009,1
E087,2024-06-17,50,10,"P009,P005",5
E058,2024-02-05,42,3,"P016,P013",0
E050,2024-01-01,29,0,"P007,P009",4
E065,2024-04-08,27,0,P010,5
E066,2024-07-29,48,8,"P006,P010,P008",2
E015,2024-06-24,38,2,P016,3
E024,2024-02-26,33,0,"P001,P005",0
E029,2024-05-27,48,8,"P014,P002",0
E044,2024-01-15,29,0,"P003,P008,P007",4
E076,2024-06-24,25,0,"P008,P007,P018",3
E081,2024-06-03,26,2,P020,5
E074,2024-04-15,46,6,"P015,P003",5
E065,2024-02-12,30,0,"P007,P005,P018",1
E069,2024-04-15,27,3,"P003,P013",0
E027,2024-03-04,50,10,P006,4
E084,2024-07-29,29,3,"P018,P014",0
E010,2024-04-08,38,0,"P018,P005",1
E014,2024-01-08,31,4,P008,4
E074,2024-01-15,45,5,"P002,P007,P001",5
E005,2024-07-22,42,5,"P018,P007,P009",2
E003,2024-02-12,46,3,"P004,P003",2
E066,2024-04-01,40,0,"P010,P018,P008",4
E062,2024-01-08,41,0,"P015,P014,P010",5
E057,2024-02-05,48,8,"P006,P003,P014",3
E092,2024-02-19,38,0,"P007,P012,P008",2
E065,2024-07-08,26,1,"P003,P005,P020",2
E069,2024-05-06,49,1,"P008,P003,P012",2
E073,2024-07-01,50,10,"P011,P008",4
E012,2024-02-12,27,2,"P005,P003,P002",0
E069,2024-01-01,28,3,"P014,P002",0
E056,2024-03-11,42,2,"P017,P014",5
E050,2024-07-01,35,5,"P015,P007,P017",2
E046,2024-01-15,27,0,P017,0
E002,2024-07-01,42,2,"P015,P013",5
E059,2024-03-25,30,4,"P009,P003",1
E093,2024-01-29,48,1,P016,4
E014,2024-02-19,34,2,"P012,P001,P010",2
E036,2024-03-18,41,1,"P019,P018",4
E033,2024-02-19,38,5,"P015,P002,P020",5
E073,2024-01-29,36,5,"P003,P013,P016",3
E021,2024-04-29,47,7,"P008,P002,P020",0
E055,2024-05-27,50,10,P019,4
E059,2024-04-22,29,0,P014,1
E088,2024-04-08,47,1,"P012,P018",3
E029,2024-05-06,32,0,"P018,P006,P011",4
E002,2024-04-08,29,5,"P012,P013",1
E076,2024-05-06,43,3,"P010,P007,P016",2
E054,2024-02-19,50,10,"P004,P006,P016",5
E093,2024-06-03,45,4,"P012,P016",2
E017,2024-06-24,37,3,"P016,P001,P002",1
E054,2024-04-01,32,3,"P003,P010",1
E040,2024-07-08,27,0,"P002,P020",2
E039,2024-02-12,40,0,P016,0
E029,2024-01-22,44,0,P003,1
E088,2024-02-19,39,0,P019,0
E067,2024-07-01,38,0,"P011,P004,P016",4
E027,2024-06-17,36,0,"P014,P017,P001",1
E049,2024-07-01,31,0,P013,2
E100,2024-01-15,39,0,"P017,P015,P005",4
E089,2024-03-11,35,3,"P020,P017",2
E082,2024-02-19,50,0,"P018,P020,P015",0
E033,2024-01-22,48,8,"P015,P006,P017",2
E071,2024-05-06,29,2,P016,3
E031,2024-07-29,48,4,P015,2
E007,2024-07-29,43,4,P005,3
E060,2024-03-11,28,3,"P008,P004",3
E035,2024-01-15,34,2,"P011,P017",3
E033,2024-05-20,34,1,P017,2
E081,2024-05-27,28,5,P004,3
E047,2024-02-26,41,1,"P018,P008,P006",0
E006,2024-01-08,26,5,"P012,P005,P020",4
E040,2024-07-22,39,4,"P008,P019,P001",0
E042,2024-04-22,50,10,P005,2
E065,2024-02-05,28,1,"P015,P019,P001",5
E072,2024-03-25,34,3,P017,5
E092,2024-03-11,34,0,P008,1
E013,2024-02-12,42,2,P004,5
E051,2024-02-19,28,1,"P003,P005",4
E072,2024-01-08,50,10,"P005,P016",4
E001,2024-01-29,30,0,"P005,P015,P001",1
E020,2024-03-11,29,0,"P012,P005",3
E092,2024-03-25,41,4,P005,4
E057,2024-07-15,35,2,P011,0
E090,2024-07-08,47,7,"P002,P018",2
E017,2024-02-19,38,1,"P020,P007,P014",4
E014,2024-03-18,26,0,P008,2
E084,2024-07-01,40,0,P003,5
E074,2024-06-03,33,0,"P003,P019",2
E095,2024-01-08,40,0,P018,3
E030,2024-03-04,28,1,P010,4
E081,2024-07-08,40,2,P003,3
E021,2024-05-13,26,4,P006,5
E020,2024-06-03,49,9,"P008,P004",5
E087,2024-04-22,46,3,"P003,P001,P004",4
E014,2024-01-29,41,1,"P002,P010",5
E035,2024-02-12,29,0,"P004,P008",2
E021,2024-05-20,29,4,"P013,P007,P005",2
E019,2024-01-08,29,0,"P009,P005,P011",0
E016,2024-04-22,31,3,"P017,P018",4
E034,2024-05-13,31,0,"P009,P011,P017",5
E010,2024-03-04,38,0,P018,2
E014,2024-05-20,47,7,"P016,P018,P013",5
E073,2024-03-04,50,10,P003,2
E084,2024-02-26,31,0,P008,1
E082,2024-04-01,38,0,P016,0
E050,2024-01-01,26,4,"P007,P016,P001",1
E040,2024-01-22,31,4,"P019,P011",4
E059,2024-02-12,33,0,"P016,P006,P004",3
E025,2024-01-08,36,0,"P008,P012,P001",3
E032,2024-04-08,25,4,"P014,P002",2
E033,2024-06-24,29,0,"P007,P013",4
E055,2024-03-18,25,0,"P016,P004",3
E031,2024-04-08,46,5,"P012,P009",2
E014,2024-03-18,27,2,"P015,P017,P004",4
E020,2024-02-26,31,1,P016,5
E055,2024-01-01,44,2,P007,5
E085,2024-07-15,39,3,"P002,P017",5
E044,2024-02-26,45,5,"P009,P020",2
E088,2024-06-17,39,1,"P017,P005",2
E079,2024-04-01,30,0,"P015,P018,P002",1
E067,2024-07-01,44,4,"P009,P012",4
E039,2024-02-19,39,1,"P016,P007",4
E063,2024-02-26,43,3,P005,0
E044,2024-02-26,34,0,"P006,P012",2
E090,2024-03-11,37,5,"P020,P004,P013",5
E018,2024-06-03,49,4,"P009,P014",4
E049,2024-06-03,38,0,"P005,P004,P007",1
E073,2024-05-06,50,10,"P006,P017,P009",0
E002,2024-07-01,34,0,"P020,P010,P014",1
E088,2024-05-13,47,0,P010,3
E064,2024-05-27,34,0,"P008,P004",5
E040,2024-06-17,33,4,"P006,P002",3
E024,2024-07-01,26,0,"P011,P007,P010",5
E014,2024-04-22,36,3,"P007,P019",1
E021,2024-04-29,45,5,"P017,P004",4
E003,2024-06-10,46,4,"P008,P006",3
E077,2024-07-01,37,1,"P015,P016,P020",2
E016,2024-03-11,28,0,"P005,P020",0
E004,2024-05-13,41,1,"P006,P019,P010",3
E061,2024-07-08,43,2,P011,3
E081,2024-02-12,44,4,P014,4
E043,2024-04-29,39,1,P004,2
E079,2024-04-15,34,2,P007,2
E097,2024-02-26,41,4,"P017,P003",3
E089,2024-03-04,26,0,"P007,P008",2
E014,2024-02-05,41,3,"P005,P009",1
E015,2024-07-15,48,8,"P019,P014,P015",5
E026,2024-06-03,41,1,P010,5
E100,2024-07-15,36,3,P008,0
E016,2024-04-22,28,3,"P008,P015",1
E030,2024-04-01,47,4,"P020,P001,P019",2
E053,2024-01-01,49,9,"P015,P017,P002",3
E085,2024-05-13,36,0,P008,1
E021,2024-02-05,50,4,P002,1
E014,2024-06-03,25,0,"P008,P013",5
E076,2024-06-03,25,3,P004,2
E016,2024-01-08,46,6,"P004,P016",4
E091,2024-01-22,25,0,"P012,P010,P015",1
E018,2024-01-29,43,3,"P013,P005,P019",3
E024,2024-07-15,45,5,"P009,P016",1
E041,2024-06-03,45,5,"P009,P017",0
E099,2024-01-08,25,0,"P016,P006,P011",1
E013,2024-05-27,30,0,P011,0
E012,2024-05-06,39,0,"P010,P008",1
E017,2024-05-13,33,0,P015,4
E007,2024-07-15,45,3,P013,0
E068,2024-03-25,36,0,"P002,P016,P010",0
E099,2024-01-15,33,0,"P008,P013",1
E073,2024-07-15,45,4,P020,5
E069,2024-04-22,36,5,P004,4
E087,2024-01-08,36,4,"P007,P006",5
E046,2024-07-08,44,4,"P018,P002,P011",5
E068,2024-04-08,36,4,"P003,P008",0
E028,2024-07-15,35,1,"P015,P008",4
E093,2024-07-15,36,1,"P014,P006",2
E088,2024-01-01,48,8,"P007,P001",0
E077,2024-06-17,47,0,"P002,P003,P017",2
E001,2024-06-10,40,0,"P002,P010",4
E092,2024-06-10,45,5,P008,2
E038,2024-03-04,50,1,"P017,P018",3
E016,2024-01-22,42,2,"P014,P007,P012",1
E078,2024-04-22,28,3,P011,0
E006,2024-02-19,47,7,"P020,P005",3
E062,2024-06-17,46,5,P018,1
E048,2024-04-29,37,0,"P009,P005,P008",2
E024,2024-01-01,47,7,"P007,P020",0
E085,2024-06-17,42,3,"P003,P004,P009",2
E066,2024-05-06,43,3,"P020,P010",3
E019,2024-03-11,37,0,"P010,P017,P001",5
E035,2024-03-18,50,2,"P002,P019,P007",0
E057,2024-07-08,48,5,"P014,P018",2
E022,2024-06-03,26,0,P009,5
E100,2024-04-22,26,0,"P002,P003,P019",5
E007,2024-02-19,33,2,"P007,P014,P009",2
E045,2024-01-15,36,1,P003,5
E066,2024-06-24,47,2,"P011,P001",5
E049,2024-05-20,39,2,"P012,P006",4
E079,2024-05-27,48,2,P003,0
E043,2024-02-12,27,0,"P007,P019,P011",4
E005,2024-05-06,29,0,"P020,P007",0
E042,2024-03-04,47,7,"P019,P011,P020",4
E053,2024-01-15,35,0,"P011,P016",0
E002,2024-02-12,35,1,"P004,P013,P011",5
E030,2024-05-27,29,0,"P011,P007",4
E092,2024-07-15,45,5,"P002,P017",4
E028,2024-06-24,28,4,"P010,P014",4
E054,2024-04-08,46,6,"P013,P007,P014",1
E016,2024-04-01,34,0,"P013,P017,P012",3
E019,2024-05-06,33,0,"P004,P001,P010",2
E100,2024-04-29,46,5,P013,4
E078,2024-06-10,39,0,"P018,P002",0
E042,2024-02-26,25,5,P016,2
E044,2024-03-25,50,1,"P018,P019",4
E040,2024-01-22,33,1,"P018,P007",1
E045,2024-01-08,44,4,P009,3
E078,2024-05-27,47,3,P001,1
E046,2024-02-19,50,0,"P012,P016,P009",4
E085,2024-06-17,50,10,P010,0
E051,2024-05-13,39,0,P008,2
E081,2024-04-29,39,1,"P005,P008",1
E029,2024-04-22,30,2,P004,2
E085,2024-02-12,33,2,P009,5
E061,2024-06-10,33,0,"P007,P004,P012",3
E064,2024-06-17,44,5,"P009,P005",1
E056,2024-02-19,31,4,"P016,P001,P017",4
E086,2024-01-15,26,0,P016,4
E075,2024-02-26,41,4,"P017,P005,P010",1
E079,2024-07-08,33,0,"P017,P020,P001",2
E021,2024-04-08,30,2,"P013,P014",2
E007,2024-01-08,40,1,P001,4
E074,2024-03-18,45,2,P012,5
E067,2024-02-19,25,0,P008,5
E039,2024-02-05,36,0,P017,3
E090,2024-01-01,30,0,"P015,P020,P003",1
E038,2024-05-27,34,0,"P017,P010",4
E057,2024-04-29,29,2,P001,5
E013,2024-06-10,43,2,P008,3
E061,2024-03-11,39,0,"P012,P019",5
E028,2024-01-15,27,1,P005,0
E098,2024-02-26,34,0,P005,2
E081,2024-02-19,46,1,"P020,P010,P008",2
E095,2024-06-24,49,9,P015,1
E052,2024-01-15,34,0,"P017,P010",2
E056,2024-06-03,29,5,P003,5
E022,2024-02-05,26,5,P001,0
E078,2024-04-22,34,0,"P008,P012",5
E008,2024-06-10,37,5,"P004,P009",3
E040,2024-06-03,27,2,P010,0
E086,2024-05-06,36,0,P008,0
E080,2024-02-19,35,0,"P005,P020",3
E089,2024-03-25,46,6,"P018,P015,P003",5
E100,2024-07-01,48,8,P015,5
E056,2024-01-08,49,9,P018,1
E081,2024-01-08,41,1,P004,2
E090,2024-05-13,32,0,"P018,P009",4
E047,2024-05-27,44,4,"P013,P017,P016",2
E016,2024-07-15,31,0,P014,1
E056,2024-03-04,39,0,"P020,P008",2
E038,2024-01-01,49,4,"P018,P008,P010",1
E047,2024-04-29,45,1,P007,5
E003,2024-06-10,50,10,"P003,P013,P020",5
E067,2024-04-08,29,5,P016,3
E030,2024-07-29,29,5,"P009,P019",1
E002,2024-03-25,37,5,"P016,P009",5
E027,2024-04-15,36,0,"P002,P019",3
E003,2024-02-12,25,0,"P003,P011",0
E025,2024-01-08,49,3,"P017,P008",1
E021,2024-04-29,50,0,"P011,P010,P012",2
E100,2024-02-26,35,0,P009,3
E068,2024-02-26,43,2,"P011,P002,P003",0
E024,2024-03-18,36,1,"P001,P009,P019",3
E008,2024-02-26,36,4,"P010,P014",2
E022,2024-04-15,39,0,"P020,P001,P013",2
E040,2024-05-13,31,1,"P019,P013,P018",0
E088,2024-05-13,37,1,P011,3
E095,2024-02-19,33,0,"P012,P018",3
E086,2024-06-03,40,2,"P012,P011,P008",3
E078,2024-04-29,35,0,"P017,P012,P014",1
E080,2024-07-01,46,2,P003,0
E033,2024-04-22,40,0,"P013,P019",4
E028,2024-02-26,28,5,"P001,P011",1
E012,2024-02-26,30,0,P002,1
E083,2024-07-01,26,4,"P006,P019",4
E019,2024-04-15,25,1,"P018,P009,P011",1
E098,2024-06-17,40,0,P006,3
E064,2024-02-12,33,0,P020,4
E032,2024-04-08,42,2,P007,1
E084,2024-06-17,46,3,"P011,P019,P002",3
E041,2024-07-01,42,2,"P005,P008,P013",0
E069,2024-03-04,27,3,"P013,P002,P020",2
E071,2024-03-25,40,1,"P006,P007,P005",2
E062,2024-03-04,45,5,"P005,P009",3
E087,2024-07-15,31,4,"P018,P019",1
E072,2024-03-25,48,8,"P006,P018",3
E100,2024-05-13,46,6,"P011,P013,P014",0
E072,2024-05-20,49,2,"P008,P003",0
E057,2024-03-04,30,1,P018,3
E049,2024-06-03,30,0,P015,3
E094,2024-01-22,40,0,"P019,P013,P002",0
E047,2024-01-15,47,7,"P013,P019,P002",4
E031,2024-07-15,32,0,"P018,P004",0
E025,2024-07-22,45,5,"P008,P004",1
E078,2024-06-10,31,4,"P008,P015",3
E054,2024-07-08,45,5,P003,0
E063,2024-06-24,35,0,P008,3
E017,2024-05-13,48,4,P018,2
